ProductModelID	ProductDescriptionID	Culture	rowguid	ModifiedDate
45	1892	zh-cht	EFD6D24F-0277-42B6-A4D5-2D67F449B4B9	2003-06-01 00:00:00.000
46	688	en    	32560642-697B-4C03-B7E9-F693F9BD4A17	2003-06-01 00:00:00.000
46	1404	ar    	74EA8458-6E9A-4159-A736-BC66A5948F16	2003-06-01 00:00:00.000
46	1520	fr    	41DB607B-E9AC-429A-BFB5-109EC6C4B023	2003-06-01 00:00:00.000
46	1643	th    	58EA7316-2F1A-4D29-9F50-DDA3926DF0ED	2003-06-01 00:00:00.000
46	1773	he    	69C0B0C1-CCA2-4003-BAE5-67A0BFA7EFF4	2003-06-01 00:00:00.000
46	1893	zh-cht	37071429-72EC-4D10-BA51-58EC3AB0A7B2	2003-06-01 00:00:00.000
47	703	en    	FC1EB2B2-97D5-4347-B484-AB424D0A51E9	2003-06-01 00:00:00.000
47	1415	ar    	6E8D6E45-52F3-4AAA-9CE6-EFF8C59B95E5	2003-06-01 00:00:00.000
47	1531	fr    	3D8C9AD1-5AF2-47A1-9AB8-DBBFFEA369BE	2003-06-01 00:00:00.000
47	1654	th    	66A086BB-AF66-4543-95D4-F7E45CDC2E4C	2003-06-01 00:00:00.000
47	1784	he    	47859888-75DA-45DB-8499-C74107BE5C0C	2003-06-01 00:00:00.000
47	1905	zh-cht	D595DD3B-A198-439B-A9F3-C0F9676B8D06	2003-06-01 00:00:00.000
48	704	en    	25D8DFAC-E832-4663-B489-D45D9436BD6B	2003-06-01 00:00:00.000
48	1416	ar    	7A25B62F-0706-40B0-9C44-DC49653EADF4	2003-06-01 00:00:00.000
48	1532	fr    	76994EE6-0CD8-4CDB-B4AE-C2F07A046146	2003-06-01 00:00:00.000
48	1655	th    	724CB99E-025A-4BE0-AE20-EFF92B78F517	2003-06-01 00:00:00.000
48	1785	he    	9824155B-AB03-4025-B50F-B7640341F052	2003-06-01 00:00:00.000
48	1906	zh-cht	1E0175CD-F043-423F-949C-99357C825A90	2003-06-01 00:00:00.000
49	689	en    	EF97CAA6-5456-467C-B2E4-4F33C27B9DE7	2003-06-01 00:00:00.000
49	1405	ar    	F71E982A-E378-4EEF-B448-7432C1C7062E	2003-06-01 00:00:00.000
49	1521	fr    	EB441AC3-7CDC-4D3A-A0F4-6DCD08F45BD7	2003-06-01 00:00:00.000
49	1644	th    	04E50D51-E6B6-4892-A60F-B196EF0F809F	2003-06-01 00:00:00.000
49	1774	he    	C08B3703-9B5E-4CA2-9698-6926E9A07BCE	2003-06-01 00:00:00.000
49	1894	zh-cht	74731F9E-9DD6-457C-B330-F14FB9015AEF	2003-06-01 00:00:00.000
50	690	en    	91F721BB-59CE-4A43-8C88-CEF618863AF2	2003-06-01 00:00:00.000
50	1406	ar    	BBA952DD-5F34-43DB-BF5D-144F2909F9F6	2003-06-01 00:00:00.000
50	1522	fr    	A7B30FAF-53E5-4420-B7F3-DE4539CC793E	2003-06-01 00:00:00.000
50	1645	th    	8F10F7EF-8BCA-40BB-83D9-79228A34E160	2003-06-01 00:00:00.000
50	1775	he    	3BA8DF22-EE6F-46D0-8EBA-688D34E97E47	2003-06-01 00:00:00.000
50	1895	zh-cht	3E5AA804-75A9-4D32-B765-CC001269B83B	2003-06-01 00:00:00.000
51	691	en    	1C803467-1A11-4527-9447-62F79BBC055C	2003-06-01 00:00:00.000
51	1407	ar    	6A2B5966-E68A-473B-9E90-353FE3A630B1	2003-06-01 00:00:00.000
51	1523	fr    	15E2FA90-E67E-483C-8938-0D9DD839CEBB	2003-06-01 00:00:00.000
51	1646	th    	561C60AF-FC1D-4C9B-98EF-E99E933A51B7	2003-06-01 00:00:00.000
51	1776	he    	13A02BC5-DFB2-4E5A-90C8-73D27674327D	2003-06-01 00:00:00.000
51	1896	zh-cht	53EE5488-59F7-4231-A6E7-DBA6EE1E02A6	2003-06-01 00:00:00.000
52	697	en    	268A12A9-949C-4541-8166-4623DB405760	2003-06-01 00:00:00.000
52	1409	ar    	F0897987-F3AF-4CEC-965E-419AA162DA3E	2003-06-01 00:00:00.000
52	1525	fr    	E541C876-31B7-4021-A56D-08C81256833C	2003-06-01 00:00:00.000
52	1648	th    	7D826D3A-6638-4061-A5D1-24F8A4AF16DC	2003-06-01 00:00:00.000
52	1778	he    	27ABD0B4-F819-406A-B0A3-875EFB65C7DA	2003-06-01 00:00:00.000
52	1898	zh-cht	9B333266-1791-4124-A7BB-80D293E2D831	2003-06-01 00:00:00.000
53	853	en    	E10C5AC4-1B61-4FD8-AA15-DFFF773965A3	2003-06-01 00:00:00.000
53	1426	ar    	0EBDFD87-5694-4B74-9AFA-2756C5E23092	2003-06-01 00:00:00.000
53	1542	fr    	022928B4-2411-41CE-BBF4-34D94714161B	2003-06-01 00:00:00.000
53	1665	th    	F9F561B2-3BF1-4045-B7E1-A8B5C27341E2	2003-06-01 00:00:00.000
53	1795	he    	4831C6EA-151A-447D-B630-10878F68510A	2003-06-01 00:00:00.000
53	1916	zh-cht	78538062-EDC0-4F9B-87BF-ABA1822355EE	2003-06-01 00:00:00.000
54	698	en    	7C906448-8BCF-4C87-8438-FF09187837F7	2003-06-01 00:00:00.000
54	1410	ar    	0F7D4CDC-AC24-4704-B4DD-BEF2855F7197	2003-06-01 00:00:00.000
54	1526	fr    	C549A60F-3A1C-49B6-9389-F5CC0518EFCD	2003-06-01 00:00:00.000
54	1649	th    	2892B7ED-735F-4145-939E-C7CEDD6A2494	2003-06-01 00:00:00.000
54	1779	he    	E3ADCF4E-2C80-46C9-8E81-7852D9788F5E	2003-06-01 00:00:00.000
54	1899	zh-cht	787BB089-689C-4CFF-A07E-FE292BBED35F	2003-06-01 00:00:00.000
55	699	en    	F67C5110-F217-4EDE-9238-97657CE1C9CB	2003-06-01 00:00:00.000
55	1411	ar    	7BD048ED-1D37-4B7C-8B9B-3B4FA46739F3	2003-06-01 00:00:00.000
55	1527	fr    	5C68B45F-D942-456A-9CD0-423E6725DCDB	2003-06-01 00:00:00.000
55	1650	th    	B7353F14-33F9-483A-B318-DC5269E32A40	2003-06-01 00:00:00.000
55	1780	he    	F5965180-D313-42B2-80E5-8E0AD231C57A	2003-06-01 00:00:00.000
55	1900	zh-cht	ED9C5F21-F111-4390-AC67-6AFD0E71EBBB	2003-06-01 00:00:00.000
56	700	en    	FD62C4A5-6AB8-4AC5-92FF-DDB3B5DC27D1	2003-06-01 00:00:00.000
56	1412	ar    	7E54BE24-B66D-4A9C-A4AA-2BB577641DEA	2003-06-01 00:00:00.000
56	1528	fr    	D939C621-D61A-419F-A575-D464A617C000	2003-06-01 00:00:00.000
56	1651	th    	9BB8596D-B51C-447C-BD62-9ABBF8C6C8EA	2003-06-01 00:00:00.000
56	1781	he    	29D15462-4794-495E-88F9-7BCDFDB15D49	2003-06-01 00:00:00.000
56	1901	zh-cht	BA3F4838-3119-427E-A58A-A4E55610B01E	2003-06-01 00:00:00.000
57	701	en    	027C19E2-9666-4C79-8BDF-3D383865AC91	2003-06-01 00:00:00.000
57	1413	ar    	BD952845-8B83-4982-992C-9866290214BD	2003-06-01 00:00:00.000
57	1529	fr    	958FE789-7FB6-4A60-8721-06A2E378BDC7	2003-06-01 00:00:00.000
57	1652	th    	CECE2AC5-42C0-4FB5-BC44-19A7B8914B85	2003-06-01 00:00:00.000
57	1782	he    	313DB3CD-87FA-4686-A7EF-BF86934EE5BB	2003-06-01 00:00:00.000
57	1903	zh-cht	863D737A-B7C5-45DD-BBA4-D7EB8293FA57	2003-06-01 00:00:00.000
58	702	en    	D94578FE-BB7E-4B5C-A6E0-AF942559503C	2003-06-01 00:00:00.000
58	1414	ar    	C46A0790-14F7-4FEF-8B71-50928E23A03A	2003-06-01 00:00:00.000
58	1530	fr    	DD2E41AF-8162-4528-A4D6-7151CF9E311E	2003-06-01 00:00:00.000
58	1653	th    	13CF4A42-6880-4D44-8CEA-022A6880A77F	2003-06-01 00:00:00.000
58	1783	he    	57BBF0AE-9954-4DE4-9050-F58471233337	2003-06-01 00:00:00.000
58	1904	zh-cht	1A2C638E-5657-4A2C-974B-3DDA972CB9ED	2003-06-01 00:00:00.000
59	744	en    	FDEB28E7-08D6-4CF2-B418-DB1C5F313DDC	2003-06-01 00:00:00.000
59	1417	ar    	1A1CB1FB-E356-492C-A6AB-291172922C13	2003-06-01 00:00:00.000
59	1533	fr    	EF02395C-8B1D-4260-9C7F-93881D3B46D6	2003-06-01 00:00:00.000
59	1656	th    	6F4DCAD5-16E3-4729-A482-E5823160CFC0	2003-06-01 00:00:00.000
59	1786	he    	3021E661-912B-4A9C-8F0C-B6207B044A11	2003-06-01 00:00:00.000
59	1907	zh-cht	FB99CE70-D56C-498E-A9FF-FDEB922C184C	2003-06-01 00:00:00.000
60	745	en    	3B76AEC7-D593-4209-B68D-E10A5DC862ED	2003-06-01 00:00:00.000
60	1418	ar    	36D33228-5EC8-487E-8B51-383BFC1F8776	2003-06-01 00:00:00.000
60	1534	fr    	7AE8C674-9A40-4647-A419-5269FE3CF534	2003-06-01 00:00:00.000
60	1657	th    	4A5E16D5-FD38-4E15-9EC6-CD3F844942C0	2003-06-01 00:00:00.000
60	1787	he    	02E16679-EE15-4C28-BF3A-B8D102987D39	2003-06-01 00:00:00.000
60	1908	zh-cht	62C49DB1-D21A-4305-8EC1-2FED0395BD36	2003-06-01 00:00:00.000
61	746	en    	F6779912-9DBB-48D4-BF70-87D6C6D7FE9A	2003-06-01 00:00:00.000
61	1419	ar    	3CABE061-22C9-45E7-876D-89A70B298D52	2003-06-01 00:00:00.000
61	1535	fr    	66805CF0-45F4-4528-B62B-A73411045F96	2003-06-01 00:00:00.000
61	1658	th    	8955B3C0-D4C0-4F10-88C4-59B15ECBA0E3	2003-06-01 00:00:00.000
61	1788	he    	6FE6FF7A-F20F-4119-B66B-B2736EA0C874	2003-06-01 00:00:00.000
61	1909	zh-cht	106F5C09-683E-4BE2-81AF-FB9171C928A9	2003-06-01 00:00:00.000
62	847	en    	DE4F5084-638C-413E-982C-BDF855EEBF73	2003-06-01 00:00:00.000
62	1420	ar    	E3A75664-1715-4298-A527-E243DD87B1AC	2003-06-01 00:00:00.000
62	1536	fr    	99F6A6D1-4C85-4883-B2D4-22381F8E841D	2003-06-01 00:00:00.000
62	1659	th    	E10DF379-DF34-46E5-8E5F-8B11439D9B25	2003-06-01 00:00:00.000
62	1789	he    	A1A26412-C93B-4163-86BB-EFD2A3FB5FD3	2003-06-01 00:00:00.000
62	1910	zh-cht	A31DF0FC-C8AA-4F45-9692-1C7BC48D57E2	2003-06-01 00:00:00.000
63	848	en    	A22DA9E5-2F9B-4961-B77A-84A4BBBECA1F	2003-06-01 00:00:00.000
63	1421	ar    	102B8CF8-7C6A-4AEE-B226-47B578AE8A44	2003-06-01 00:00:00.000
63	1537	fr    	012A306B-65AB-4739-BF0E-74CEB9CF4FDA	2003-06-01 00:00:00.000
63	1660	th    	89CD8AA7-EE96-46BB-AA1C-BA6433B199A7	2003-06-01 00:00:00.000
63	1790	he    	E6DF1769-4A88-4B6D-AD69-0F3E58C2A73C	2003-06-01 00:00:00.000
63	1911	zh-cht	73A60A4C-759C-4FE0-AD37-A574545015D0	2003-06-01 00:00:00.000
64	849	en    	5671A384-C20C-465C-AE2C-02B662B08D2C	2003-06-01 00:00:00.000
64	1422	ar    	4E44E4F7-3785-4B0A-A49E-B2F42A4FC91B	2003-06-01 00:00:00.000
64	1538	fr    	4B5B9182-20F0-420A-AE1E-12C42BA341A9	2003-06-01 00:00:00.000
64	1661	th    	7984764D-B754-4DE5-9379-E787A371EC3E	2003-06-01 00:00:00.000
64	1791	he    	427803D8-85CC-4F3D-BDB3-7A56E90FC55D	2003-06-01 00:00:00.000
64	1912	zh-cht	FB028051-6A8A-468B-AB81-9DBF676AF615	2003-06-01 00:00:00.000
65	892	en    	2FD5EE55-89DD-45B3-809A-14294701F233	2003-06-01 00:00:00.000
65	1437	ar    	49B471FD-DEAD-4B95-9073-BBB71939415D	2003-06-01 00:00:00.000
65	1559	fr    	CB458431-6DC2-4062-A536-6A0A47C36AFD	2003-06-01 00:00:00.000
65	1682	th    	577E45EE-7977-401E-8F90-3A022BA16A52	2003-06-01 00:00:00.000
65	1813	he    	A75445D9-ECAD-4666-9B6A-7612967CB15C	2003-06-01 00:00:00.000
65	1934	zh-cht	D8FB60F7-8A69-4BEC-80C9-1B8FAC7B4090	2003-06-01 00:00:00.000
66	891	en    	B55D2C5E-3262-4F5C-AC6C-FAB293278900	2003-06-01 00:00:00.000
66	1436	ar    	CAC3EBE5-7049-49AF-ADEC-81DCAED6B42A	2003-06-01 00:00:00.000
66	1558	fr    	C843A895-9E7A-44C3-8E55-04731769F1F7	2003-06-01 00:00:00.000
66	1681	th    	59E836BC-0B23-4D19-9905-0065271521CF	2003-06-01 00:00:00.000
66	1812	he    	46461CFE-6A1C-4DA6-BAA2-4CEE47015C32	2003-06-01 00:00:00.000
66	1933	zh-cht	8A5F3258-CF8C-4392-8C99-2A10EF56336C	2003-06-01 00:00:00.000
67	893	en    	BB25B70C-79C0-49A4-B093-F9DF319743DF	2003-06-01 00:00:00.000
67	1438	ar    	625D3AE7-5043-4988-A15B-0DFB18303DA9	2003-06-01 00:00:00.000
67	1560	fr    	39117582-9EC1-45AF-85E7-43BF854D8100	2003-06-01 00:00:00.000
67	1683	th    	91802A15-09B6-4C5A-AF26-7AB200D0F902	2003-06-01 00:00:00.000
67	1814	he    	DFB4E3D8-85B9-4065-A197-3B9451EB744C	2003-06-01 00:00:00.000
67	1935	zh-cht	E459C32C-CAC9-4C9A-8971-E97F6EA1F471	2003-06-01 00:00:00.000
68	850	en    	A7365503-5BF6-4A06-9492-65CF13986DB4	2003-06-01 00:00:00.000
68	1423	ar    	94F9D5BA-6038-4CF5-A2E0-FB9CF884344F	2003-06-01 00:00:00.000
68	1539	fr    	9DBE4A45-30D3-4F08-899E-90880BE58147	2003-06-01 00:00:00.000
68	1662	th    	EA09BC54-C167-41E8-B10C-DFBF3613E07F	2003-06-01 00:00:00.000
68	1792	he    	2DA7E7C0-033B-49F9-8D43-DF55AC86CD40	2003-06-01 00:00:00.000
68	1913	zh-cht	941E4835-2565-4B13-88D3-D86DFEFBD8E4	2003-06-01 00:00:00.000
69	851	en    	1D293F36-4C0D-43DC-AF1C-FDBD1283B88D	2003-06-01 00:00:00.000
69	1424	ar    	4A4FDC6E-A525-4934-B07C-DEC8DA30554D	2003-06-01 00:00:00.000
69	1540	fr    	A661817A-275E-4708-8A9A-2BE52CEEA347	2003-06-01 00:00:00.000
69	1663	th    	35E9052A-1FBB-420A-9D90-61F4796CCFCA	2003-06-01 00:00:00.000
69	1793	he    	80399ACF-EA78-402D-B679-463BC4FFF2BA	2003-06-01 00:00:00.000
69	1914	zh-cht	C81CBC73-58F5-40ED-A6DA-7FD03D79D789	2003-06-01 00:00:00.000
70	852	en    	9A55CD47-CA84-4FD8-9642-02F9AFE2E3A5	2003-06-01 00:00:00.000
70	1425	ar    	A4A7ED04-1D29-4B9F-998D-E4F156E826AD	2003-06-01 00:00:00.000
70	1541	fr    	4A1F681F-E996-4C70-BCC1-BFE4C77ABA3E	2003-06-01 00:00:00.000
70	1664	th    	6BA77A50-2161-4DBB-BF18-84E0D5A33D15	2003-06-01 00:00:00.000
70	1794	he    	BBBCF238-BE35-47E7-94A6-8800FF8834CF	2003-06-01 00:00:00.000
70	1915	zh-cht	8DC1A9E7-99D0-440F-819A-106CEC093ACC	2003-06-01 00:00:00.000
71	856	en    	84F9B205-4BD1-49A6-8723-4E4779024B5D	2003-06-01 00:00:00.000
71	1427	ar    	03A7E8A5-D15C-4801-9076-4D13F04A82D4	2003-06-01 00:00:00.000
71	1543	fr    	0BFA9711-1D28-4C4E-AF86-E588FC17E523	2003-06-01 00:00:00.000
71	1666	th    	2DD3E950-F882-40F1-995F-25ECDF6D9D6D	2003-06-01 00:00:00.000
71	1796	he    	CA8749F5-77DE-4131-A7E8-6A40952B4E4F	2003-06-01 00:00:00.000
71	1918	zh-cht	322C2C54-43E1-4E91-8DAA-B1160340A6D8	2003-06-01 00:00:00.000
72	858	en    	5C9C4D0E-2E25-46B2-B887-9830533FF740	2003-06-01 00:00:00.000
72	1429	ar    	E7EDDC35-C7F9-42A4-86F9-A743EBEE438C	2003-06-01 00:00:00.000
72	1544	fr    	39C33F4C-FEA7-49D7-A3D6-426229C6868B	2003-06-01 00:00:00.000
72	1667	th    	82946EAE-2E2D-4F03-922D-2D29EFC1B160	2003-06-01 00:00:00.000
72	1797	he    	85C4889A-295B-4D21-8C12-CE9129EF53A1	2003-06-01 00:00:00.000
72	1919	zh-cht	7762E46E-C43A-4DCA-97C7-68DC42C9421D	2003-06-01 00:00:00.000
73	867	en    	0CCF827E-8F93-4B36-80C5-47C5C3F32065	2003-06-01 00:00:00.000
73	1430	ar    	D2156983-98A3-4861-A1F5-501952953570	2003-06-01 00:00:00.000
73	1545	fr    	78DE1EED-CF04-439C-A16B-CF44C46F2F27	2003-06-01 00:00:00.000
73	1668	th    	C456D1C3-27EE-4B50-8B22-AF611EAF14B8	2003-06-01 00:00:00.000
73	1799	he    	20B91AB3-C181-481E-A707-FEC9EA45C93B	2003-06-01 00:00:00.000
73	1920	zh-cht	9E92BA4D-1FDA-4D21-8272-3CC5EDB9F221	2003-06-01 00:00:00.000
74	868	en    	796E07E8-6523-4889-88DA-4F47F9705A36	2003-06-01 00:00:00.000
74	1380	ar    	73FB7EB2-4A6C-41DC-B87B-7C63DF8D30A1	2003-06-01 00:00:00.000
74	1546	fr    	5D681DD6-F5C1-4207-9860-A42F9145F8AB	2003-06-01 00:00:00.000
74	1669	th    	8DAB005F-52F4-4259-952F-55A35685DEAF	2003-06-01 00:00:00.000
74	1800	he    	CAAE5235-10E8-4EA3-8240-9DD0E0790F3F	2003-06-01 00:00:00.000
74	1921	zh-cht	55379D1B-19E2-4AAA-9473-946A1D70B295	2003-06-01 00:00:00.000
75	869	en    	ED758C78-A503-4522-96A1-7E372191F67D	2003-06-01 00:00:00.000
75	1381	ar    	F7B43AFE-79B1-42F4-A376-12B0CFA3B7D4	2003-06-01 00:00:00.000
75	1547	fr    	8CF9E238-D72D-4DC7-A817-116295C22F96	2003-06-01 00:00:00.000
75	1670	th    	47708641-24B5-4309-97B3-3149775E0D8E	2003-06-01 00:00:00.000
75	1801	he    	6207F5B8-8EE4-49FC-8EC1-5C0672F18E1C	2003-06-01 00:00:00.000
75	1922	zh-cht	40E02202-C0E4-4B40-91B3-2ED2C7349F50	2003-06-01 00:00:00.000
76	870	en    	7A4B3D3F-083B-45CB-B8D2-80B4983AF5BB	2003-06-01 00:00:00.000
76	1382	ar    	75D7ECDC-FFDF-4D70-9FC5-8F9622D91AAB	2003-06-01 00:00:00.000
76	1548	fr    	CFDBF7D3-C9E5-498C-97FE-5DD3E9447A3E	2003-06-01 00:00:00.000
76	1671	th    	11D06959-BE80-4F73-83B6-820558F5A01B	2003-06-01 00:00:00.000
76	1802	he    	88DC8EA3-A16C-401D-8783-664F6C465A37	2003-06-01 00:00:00.000
76	1923	zh-cht	8B6B9A33-0454-4F8C-924E-249F49D38BD4	2003-06-01 00:00:00.000
77	871	en    	FA515BEB-D89F-4ECB-BD81-76AD70BF3CD0	2003-06-01 00:00:00.000
77	1383	ar    	C373BE3F-0AD2-4008-804B-0AB474CA6B97	2003-06-01 00:00:00.000
77	1549	fr    	C45FA8A4-8882-4C7D-8803-DAAFDF20B7D1	2003-06-01 00:00:00.000
77	1672	th    	D3F6853E-8093-4EEC-AECC-95C93D0A6258	2003-06-01 00:00:00.000
77	1803	he    	32FBB7BE-4339-40F8-BC7E-2D73F8E4A7E7	2003-06-01 00:00:00.000
77	1924	zh-cht	4FB5DE45-2361-4A90-976A-B216442230F0	2003-06-01 00:00:00.000
78	872	en    	AF5BF88D-F6F3-4A27-AE01-F3BBA38C5F91	2003-06-01 00:00:00.000
78	1384	ar    	E3548931-1C88-4D89-80FE-654E8B3DDFB5	2003-06-01 00:00:00.000
78	1550	fr    	8987FA86-04EF-4261-AA39-BDAF02DA0E70	2003-06-01 00:00:00.000
78	1673	th    	E82D1695-8D06-4211-ABD8-BCE1AAFEB81D	2003-06-01 00:00:00.000
78	1804	he    	636EDFCD-D086-40DC-A384-EC39804B5AFD	2003-06-01 00:00:00.000
78	1925	zh-cht	6671CACA-47B6-40E4-A1EB-6BE89BEFE20F	2003-06-01 00:00:00.000
79	885	en    	1670C613-8DF9-497F-9575-4D00545DE277	2003-06-01 00:00:00.000
79	1386	ar    	973D4228-8990-4075-9879-EC3DBCA10DC9	2003-06-01 00:00:00.000
79	1552	fr    	24B69BB1-8786-4E49-8D7B-E4BBB31EE270	2003-06-01 00:00:00.000
79	1675	th    	DF551E14-6F04-4632-B05B-5DF1F16E0A50	2003-06-01 00:00:00.000
79	1806	he    	CACDD121-ACCA-4727-ADDD-E390FF746AB6	2003-06-01 00:00:00.000
79	1927	zh-cht	6B40BFD1-B8B4-4D41-9310-25EF1660673C	2003-06-01 00:00:00.000
80	886	en    	52DAD958-BC44-4329-BD5A-D9AA956A34DE	2003-06-01 00:00:00.000
80	1431	ar    	6BEE5B59-914C-474C-8F46-D383EECFEF10	2003-06-01 00:00:00.000
80	1553	fr    	03BF15D0-3039-42CB-9829-7020EEEC33CA	2003-06-01 00:00:00.000
80	1676	th    	D3621AE8-6AF1-42BF-8F24-D6E0D2E7C2D2	2003-06-01 00:00:00.000
80	1807	he    	6BF54193-1EE5-469A-8EE7-671F659C5640	2003-06-01 00:00:00.000
80	1928	zh-cht	E3A89003-0D86-4BF9-B5DA-13BE576FB37D	2003-06-01 00:00:00.000
81	887	en    	0C2E4459-0DC8-4A18-9E7F-EE2E32CFF8D7	2003-06-01 00:00:00.000
81	1432	ar    	E393D069-39BD-4292-8B16-D3BF011918B1	2003-06-01 00:00:00.000
81	1554	fr    	50EFA036-982D-4AD3-8FB0-C3827503F82B	2003-06-01 00:00:00.000
81	1677	th    	3B26BC35-09E0-4C58-8596-D636FC102E39	2003-06-01 00:00:00.000
81	1808	he    	E7D4031F-566F-4673-8B8A-0DEDBCD2D5AB	2003-06-01 00:00:00.000
81	1929	zh-cht	21B7B9EC-E1C6-4A5B-B592-D52D381B980C	2003-06-01 00:00:00.000
82	888	en    	54424885-D74D-45E0-9112-673A7D45EF66	2003-06-01 00:00:00.000
82	1433	ar    	D41FCF7E-5043-4831-B787-E7CD92DDC10D	2003-06-01 00:00:00.000
82	1555	fr    	CDD0892C-E229-4611-9F3F-6B3407BC099E	2003-06-01 00:00:00.000
82	1678	th    	3F3615EF-45C9-43EE-9C80-89B2537F69BD	2003-06-01 00:00:00.000
82	1809	he    	1055163E-5DD7-440D-B43D-B762177E9909	2003-06-01 00:00:00.000
82	1930	zh-cht	CD3C5B0D-D08E-4BD3-8F33-7A9FB28DD27C	2003-06-01 00:00:00.000
83	889	en    	AC0B7B0E-B026-438E-8A99-E6EE78D3180D	2003-06-01 00:00:00.000
83	1434	ar    	B75374E1-E197-437F-8BA7-A221EDF97D09	2003-06-01 00:00:00.000
83	1556	fr    	6447E3B0-304C-4327-B9A0-B48977C3B112	2003-06-01 00:00:00.000
83	1679	th    	CC106B7A-E11D-464E-B186-783029E98D6A	2003-06-01 00:00:00.000
83	1810	he    	A78FEED8-4FD8-4BBD-BE38-7FD7029531A0	2003-06-01 00:00:00.000
83	1931	zh-cht	2423AAD5-ADC3-4392-8EC2-19A0D4B5CCF1	2003-06-01 00:00:00.000
84	890	en    	8C9A2D18-F66E-4136-A15D-234D53902E8B	2003-06-01 00:00:00.000
84	1435	ar    	3F9A2441-A266-4A56-AF26-2950A5FC00B5	2003-06-01 00:00:00.000
84	1557	fr    	C1CB61A0-729F-4A46-A36B-D89162128603	2003-06-01 00:00:00.000
84	1680	th    	3A701DDA-02B8-418B-B22E-88901AF13F73	2003-06-01 00:00:00.000
84	1811	he    	C2F9A230-7A3B-46CE-847B-8C2FE14C4EE3	2003-06-01 00:00:00.000
84	1932	zh-cht	451493D8-9A0F-4D6B-93D9-CF6AB2384243	2003-06-01 00:00:00.000
85	903	en    	A4957488-79BA-429D-AE8A-0FE162B74A24	2003-06-01 00:00:00.000
85	1439	ar    	79DD1A5B-19AE-4D7C-A549-D3839269C09D	2003-06-01 00:00:00.000
85	1561	fr    	9B6F8047-E764-4295-AD33-E0FD31B59D23	2003-06-01 00:00:00.000
85	1684	th    	819A2F2A-0EA7-4A68-B89C-5FA2525EE54E	2003-06-01 00:00:00.000
85	1815	he    	D114E020-16CF-4781-B076-28F2861C7986	2003-06-01 00:00:00.000
85	1936	zh-cht	EEBAE52B-BDBE-424D-A28D-B5CF3F6B3E09	2003-06-01 00:00:00.000
86	904	en    	3B941AEE-AD87-4C78-A196-D422F1E3A316	2003-06-01 00:00:00.000
86	1440	ar    	1A2F2E2A-BE4F-4CDA-9291-3922C889DCC2	2003-06-01 00:00:00.000
86	1562	fr    	D5961C51-1252-4F84-A101-31C3918EF4DA	2003-06-01 00:00:00.000
86	1685	th    	D64526AB-2929-437B-89E9-7E0DA58789B1	2003-06-01 00:00:00.000
86	1816	he    	5A90D83F-5BF7-4FA2-BD62-ADE1CB019AD9	2003-06-01 00:00:00.000
86	1937	zh-cht	284C2258-4314-449C-8050-2A8D00A7C38C	2003-06-01 00:00:00.000
87	905	en    	438B3123-75ED-4AEC-A10D-5FCC69960053	2003-06-01 00:00:00.000
87	1441	ar    	5190752B-C2C2-4E27-A6D2-D4D07F30DB24	2003-06-01 00:00:00.000
87	1563	fr    	C7FD4D25-BD45-4073-A0AA-EE68CB6A5353	2003-06-01 00:00:00.000
87	1686	th    	C47A6543-8D8F-429E-A41C-784E7154158B	2003-06-01 00:00:00.000
87	1817	he    	873445A9-C273-4C60-BB53-40D1AA9F6927	2003-06-01 00:00:00.000
87	1938	zh-cht	97753307-7C64-458D-A306-7C8072778171	2003-06-01 00:00:00.000
88	906	en    	958F6A23-045A-4C1C-9D49-D6997B72BB6E	2003-06-01 00:00:00.000
88	1442	ar    	95055067-53C9-475C-9C3C-C2B66A288DA3	2003-06-01 00:00:00.000
88	1564	fr    	B1F35703-A296-4BAE-A5C5-D7B8A8E50EFB	2003-06-01 00:00:00.000
88	1687	th    	4B7302C3-BEF3-4C49-8E5B-0F071A4CC45E	2003-06-01 00:00:00.000
88	1818	he    	4DED20E9-2AF5-4AF9-90A3-A43033C9463D	2003-06-01 00:00:00.000
88	1939	zh-cht	26315617-EC94-4B73-9621-A2070DB42902	2003-06-01 00:00:00.000
89	907	en    	2AD2FD29-FC20-49F3-86C8-432E860F5FAF	2003-06-01 00:00:00.000
89	1443	ar    	3D09A4B4-0394-4E69-A5DE-76ECDB75CE13	2003-06-01 00:00:00.000
89	1565	fr    	B768EDF6-F104-4AEE-BE10-6C6E1C9CCC48	2003-06-01 00:00:00.000
89	1688	th    	A20B9B49-2814-4E79-B12D-32D9A6504F30	2003-06-01 00:00:00.000
89	1819	he    	38A26011-41AD-4B40-9AC8-C321FEF5AF76	2003-06-01 00:00:00.000
89	1940	zh-cht	8D6D5CF5-1DBD-4322-B0AC-67D3260FBDCE	2003-06-01 00:00:00.000
90	908	en    	33D3FCD7-0F14-4124-9847-387CB1DE5148	2003-06-01 00:00:00.000
90	1444	ar    	57DCC495-FF0B-421C-BF7E-7BD231A0D8C4	2003-06-01 00:00:00.000
90	1566	fr    	6C1D2371-8DBC-462A-96E1-13CB6772C8AD	2003-06-01 00:00:00.000
90	1689	th    	5C557EA9-1D7B-4E6B-892A-D1E09656503D	2003-06-01 00:00:00.000
90	1820	he    	CC3FE4E4-B31C-4F87-A41E-598A7FC7EF49	2003-06-01 00:00:00.000
